Index,Date,Time_Index,tcwl,tciw,SP,hum,tcc,u,v,temp,TP,SSRD,STRD,TSR,Power
0,4/1/2012 0:00,1,0.001966858,0.003608704,94843.625,60.22190857,0.244601131,1.039334297,-2.50303936,294.4484863,0,3091744.5,1241430.5,3386228.5,0.754102564
1,4/1/2012 1:00,2,0.001966858,0.003608704,94843.625,60.22190857,0.244601131,1.039334297,-2.50303936,294.4484863,0,3091744.5,1241430.5,3386228.5,0.555
2,4/1/2012 2:00,3,0.00552449,0.033574812,94757.9375,54.67860413,0.457137644,2.482865334,-2.993330002,295.6513672,0,2671979,1239402,3038689.5,0.438397436
3,4/1/2012 3:00,4,0.03011322,0.132008791,94732.8125,61.29489136,0.77142942,3.339866638,-1.982535362,294.4545898,0.001340866,2252213.5,1237373.5,2691150.5,0.145448718
4,4/1/2012 4:00,5,0.057167053,0.110645294,94704.0625,67.77528381,0.965866208,3.10610199,-1.446050644,293.2614746,0.002501488,1610654.5,1286522,2083191,0.111987179
5,4/1/2012 5:00,6,0.051026557,0.189559937,94675,70.17298889,0.944668651,2.601145744,-1.904493332,292.7329102,0.003331184,977623.5,1318455.5,1433412,0.05724359
6,4/1/2012 6:00,7,0.036995962,0.0990448,94676.9375,72.3740387,0.641353369,1.333368301,-1.728430748,292.0771484,0.003960133,565747,1272118.5,909892,0.088717949
7,4/1/2012 7:00,8,0.080911219,0.121322632,94708.0625,81.79873657,0.753142357,1.457922935,-1.034620285,291.0693359,0.004969597,267761.5,1241376,457224,0.030064103
8,4/1/2012 8:00,9,0.03615883,0.139068604,94748.8125,87.85406494,0.788338363,2.374826431,-1.089039803,289.0734863,0.006476879,38349.5,1229349.5,93804.5,0.000128205
9,4/1/2012 9:00,10,0.036372229,0.072608948,94785.8125,88.79348755,0.502274573,1.985530853,-0.963009834,288.03125,0.006724834,0,1209482.5,0,0
10,4/1/2012 10:00,11,0.014352933,0.035797119,94817.75,90.45066833,0.501918316,1.999518394,-0.930319786,287.4057617,0.006744862,0,1171281.5,0,0
11,4/1/2012 11:00,12,0.00538747,0.004501343,94847.375,90.67617798,0.156774283,1.809739113,-0.098176956,286.3208008,0.00674963,0,1132216.5,0,0
12,4/1/2012 12:00,13,0.000869751,0,94852.0625,92.9289093,0.014343262,1.35490799,-0.922255516,285.0354004,0.00674963,0,1110123.5,0,0
13,4/1/2012 13:00,14,0,0,94810.625,94.98951721,0.004364014,1.256863594,-1.156412125,284.7331543,0.00674963,0,1093661.5,0,0
14,4/1/2012 14:00,15,0,0,94758.125,94.81033325,0,0.921033859,-0.804039002,284.4626465,0.00674963,0,1084593,0,0
15,4/1/2012 15:00,16,0.001480103,0,94730.375,95.55996704,0.039764404,0.622429848,0.318148613,284.1330566,0.00674963,0,1084328,0,0
16,4/1/2012 16:00,17,0.005981445,0,94721.5625,99.39195251,0.38659668,-0.404500008,1.343285561,282.8701172,0.006750107,0,1119128,0,0
17,4/1/2012 17:00,18,0.020294189,0,94707.75,99.67973328,0.937316895,-0.493648529,1.279654503,282.885498,0.006750107,0,1169840,0,0
18,4/1/2012 18:00,19,0.043617249,0,94699.6875,100.2070923,0.970123291,-0.298454285,1.2048769,283.1572266,0.006755352,0,1195648,0,0
19,4/1/2012 19:00,20,0.047782898,0,94733.3125,99.53146362,0.893005371,-0.127774239,1.207766533,283.314209,0.006762981,0,1185056,0,0
20,4/1/2012 20:00,21,0.043663025,0,94749.8125,99.42308044,0.891571045,-0.231093407,1.276310921,283.1843262,0.006771564,33115.5,1142992,63887,0.006346154
21,4/1/2012 21:00,22,0.04499054,0,94769,98.57301331,0.623687744,-0.055418968,1.24878788,283.6530762,0.006778717,298110,1171400,433761.5,0.071538462
22,4/1/2012 22:00,23,0.038860321,0,94787.9375,92.12310791,0.83279419,-0.851744652,0.97249794,286.2585449,0.006783485,774011.5,1246904,1038637.5,0.229166667
23,4/1/2012 23:00,24,0.035018921,0,94775.25,82.74525452,0.953292847,-1.10296154,0.310311317,288.4182129,0.006790638,1258665.5,1317872,1608059,0.346474359
24,4/2/2012 0:00,1,0.074440002,0,94736.125,71.751297,0.9324646,-0.193052292,-0.447573662,290.267334,0.006800652,1407436,1333208.667,1808717,0.656858974
25,4/2/2012 1:00,2,0.112361908,0,94746.8125,69.93354797,0.830276489,0.342458725,-1.522831917,291.6049805,0.000191458,1556206.5,1348545.333,2009375,0.771410256
26,4/2/2012 2:00,3,0.070106506,0,94678.875,65.64964294,0.685302734,1.115677834,-1.500989914,292.329834,0.000263393,1704977,1363882,2210033,0.613782051
27,4/2/2012 3:00,4,0.067001343,0,94608.375,60.07411194,0.768798828,1.774486542,-1.611888885,293.2460938,0.000284642,1804031,1364747.5,2263052.5,0.554807692
28,4/2/2012 4:00,5,0.058559418,0,94533.6875,54.51229858,0.538909912,2.232107162,-1.731534004,294.0068359,0.000296831,1652697.5,1328982,2064347,0.458910256
29,4/2/2012 5:00,6,0.020584106,0,94505.9375,51.13789368,0.486816406,2.173001289,-1.898820877,294.362793,0.000296831,1466565.5,1286517,1785531.5,0.198269231
30,4/2/2012 6:00,7,0.013029099,0,94503.8125,48.85609436,0.223648071,2.617418289,-1.667720795,294.494873,0.000296831,1080947.5,1217922,1318480.5,0.085064103
31,4/2/2012 7:00,8,0.000997543,0.001720667,94518.3125,54.09742737,0.879394531,1.739650726,-1.394080162,293.2600098,0.000297844,441744.5,1168284.5,597852,0.011474359
32,4/2/2012 8:00,9,0,0.002081394,94576.5625,61.20509338,0.548278809,1.671025276,-1.218840599,290.3742676,0.000297844,77833,1132412,124395.5,0.000128205
33,4/2/2012 9:00,10,0,0.000666142,94605.375,69.00419617,0.241516113,1.926808357,-0.977911949,288.5097656,0.000297844,0,1091137.5,0,0
34,4/2/2012 10:00,11,0,0,94615.625,75.61672974,0.001678467,1.94196701,-0.88630867,287.026123,0.000297844,0,1072812,0,0
35,4/2/2012 11:00,12,0,0.000843048,94632.0625,81.17585754,0.328430176,2.086219788,-1.214301109,285.7568359,0.000297844,0,1061459,0,0
36,4/2/2012 12:00,13,0,0.009249687,94596.375,85.85069275,0.998077393,1.509296417,-1.51173687,285.1420898,0.000297844,0,1071625.5,0,0
37,4/2/2012 13:00,14,0,0.007993698,94592.4375,88.47601318,0.956359863,1.73593998,-1.184411049,284.8122559,0.000297844,0,1084959.5,0,0
38,4/2/2012 14:00,15,0,0.000255585,94570.875,89.45291138,0.062988281,1.65512085,-0.839511871,284.7385254,0.000297844,0,1068395.5,0,0
39,4/2/2012 15:00,16,0,0.000246286,94567.5625,89.74783325,0.030761719,1.281323433,-0.429141998,285.0100098,0.000297844,0,1049948.5,0,0
40,4/2/2012 16:00,17,0,0.000763893,94550.3125,91.04507446,0.460205078,0.793845177,-0.549268723,284.3552246,0.000297844,0,1048928,0,0
41,4/2/2012 17:00,18,0,0.001029968,94505.25,92.8611145,0.691802979,0.735485077,-0.478562355,283.9189453,0.000297844,0,1045752,0,0
42,4/2/2012 18:00,19,0,0.007304192,94501.5,94.40144348,0.998077393,1.08981514,-0.340291977,283.6943359,0.000297844,0,1054800,0,0
43,4/2/2012 19:00,20,0,0.010028839,94527.5,94.46244812,0.981964111,1.028477669,-0.348043442,283.6027832,0.000297844,0,1068456,0,0
44,4/2/2012 20:00,21,0,0.007680599,94541.9375,93.76893616,0.987760007,0.946923256,-0.506499291,283.3725586,0.000297844,36860,1085088,59836,0.015
45,4/2/2012 21:00,22,0.000110626,0.0066185,94569.375,91.51298523,0.976409912,0.687250137,-0.374117851,283.8041992,0.000297844,357455.5,1125672,468207,0.086282051
46,4/2/2012 22:00,23,0.014778137,0.056270599,94632.75,81.69508362,0.937856078,1.19635582,-0.148161888,287.2216797,0.000399709,848769,1186392,1102916.5,0.31525641
47,4/2/2012 23:00,24,0.088577271,0.069568634,94631.3125,75.52931213,0.815002441,0.578382492,-0.187961578,289.5822754,0.00058198,932086,1251992,1331246.5,0.514551282
48,4/3/2012 0:00,1,0.006484985,0.003723145,94624.625,73.05194092,0.205688477,0.025250435,-0.78290081,290.2851562,0.000917315,1366375.5,1274697.833,1765273.167,0.734615385
49,4/3/2012 1:00,2,0.090919495,0.004615784,94711.4375,63.74136353,0.410125732,0.304481506,-0.324355125,292.1264648,0,1800665,1297403.667,2199299.833,0.67525641
50,4/3/2012 2:00,3,0.018543243,0.000551224,94638.3125,61.38720703,0.029388428,0.283238411,-0.777376175,293.6296387,0,2234954.5,1320109.5,2633326.5,0.618910256
51,4/3/2012 3:00,4,0.003379822,1.62E-05,94553,56.48693848,0.020172119,0.474200249,-1.141389847,295.2561035,0,2570976.5,1270633,2888377,0.514166667
52,4/3/2012 4:00,5,0.009621274,0.000975609,94501,53.47450256,0.630584717,0.832373619,-1.779151917,296.4643555,0,2273101.5,1274662.5,2592092.5,0.436474359
53,4/3/2012 5:00,6,0.019654948,0.000321388,94455.25,52.38008118,0.120308459,1.060285568,-2.266139984,296.8830566,0,1696142,1286294.5,2009707.5,0.248397436
54,4/3/2012 6:00,7,0.011550903,0.000240326,94454.5,52.41990662,0.077105761,1.375250816,-2.521197319,296.7573242,0,1085236,1265669.5,1350775.5,0.072051282
55,4/3/2012 7:00,8,0.004472733,0.002069915,94458.5,57.11088562,0.541369915,0.853564262,-1.814124107,295.5336914,0,446553,1226875.5,608263.5,0.012628205
56,4/3/2012 8:00,9,0.001289368,0.001699448,94496.8125,64.27653503,0.506476879,1.117510796,-1.871747017,291.8818359,0,71495.5,1206293,120400.5,0.000128205
